codigo_ocorrencia;codigo_ocorrencia2;ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;total_recomendacoes
79169;79169;INCIDENTE;CAMPINAS;SP;****;01/02/2020;02:12:00;0
79180;79180;ACIDENTE;TEÓFILO;OTONI;BRASIL;****;01/02/2020;2020-10-29
79267;79267;INCIDENTE;FLORIANÓPOLIS;SC;SBFL;01/02/2020;15:41:00;0
79110;79110;ACIDENTE;CAROLINA;MA;****;03/02/2020;19:00:00;0
79226;79226;INCIDENTE;SÃO;PAULO;BRASIL;SBSP;03/02/2020;NULL
79331;79331;INCIDENTE;PONTES;E;MT;BRASIL;****;NÃO
79107;79107;ACIDENTE;AMAJARI;RR;****;04/02/2020;18:00:00;0
79111;79111;ACIDENTE;SANTO;ÂNGELO;BRASIL;SBNM;04/02/2020;2021-07-08
79127;79127;ACIDENTE;SANTARÉM;PA;****;06/02/2020;20:50:00;0
79170;79170;INCIDENTE;CAMPINAS;SP;****;06/02/2020;13:08:00;0
79171;79171;INCIDENTE;TRÊS;MARIAS;BRASIL;SIBO;06/02/2020;NULL
79128;79128;ACIDENTE;COROMANDEL;MG;****;07/02/2020;19:10:00;1
79172;79172;INCIDENTE;CAMPINAS;SP;****;07/02/2020;03:20:00;0
79129;79129;ACIDENTE;ITARIRI;SP;****;08/02/2020;12:00:00;2
79173;79173;INCIDENTE;GUARULHOS;SP;****;08/02/2020;14:30:00;0
79115;79115;ACIDENTE;URUAÇU;GO;****;10/02/2020;21:35:00;0
79269;79269;INCIDENTE;RIO;DE;RJ;BRASIL;****;NÃO
79131;79131;ACIDENTE;ÁGUA;BOA;BRASIL;****;12/02/2020;2021-07-08
79175;79175;INCIDENTE;PORTO;ALEGRE;BRASIL;SBPA;12/02/2020;NULL
79137;79137;INCIDENTE;-49.1934280;GOIÂNIA;BRASIL;****;14/02/2020;NULL
79176;79176;INCIDENTE;\t-51.1711111\t;JACAREZINHO;BRASIL;****;14/02/2020;NULL
79177;79177;INCIDENTE;PORTO;ALEGRE;BRASIL;****;14/02/2020;NULL
79138;79138;INCIDENTE;-51.374774;RIO;GO;BRASIL;****;NÃO
79270;79270;INCIDENTE;RIO;DE;RJ;BRASIL;****;NÃO
79464;79464;INCIDENTE;SÃO;GONÇALO;AMARANTE;RN;BRASIL;***
79178;79178;INCIDENTE;-43.37;RIO;JANEIRO;RJ;BRASIL;NULL
79196;79196;ACIDENTE;INACIOLÂNDIA;GO;****;17/02/2020;11:20:00;0
79261;79261;INCIDENTE;CAMPINAS;SP;****;17/02/2020;10:44:00;0
79186;79186;INCIDENTE;-50.92777777777;RIO;GO;BRASIL;****;NÃO
79198;79198;ACIDENTE;PATROCÍNIO;MG;****;19/02/2020;16:15:00;2
79206;79206;ACIDENTE;GUARAPARI;ES;SNGA;19/02/2020;18:50:00;2
79185;79185;INCIDENTE;MANAUS;AM;****;20/02/2020;12:24:00;0
79195;79195;ACIDENTE;PORTO;VELHO;BRASIL;****;20/02/2020;2021-02-12
79201;79201;INCIDENTE;QUERÊNCIA;MT;****;20/02/2020;20:00:00;0
79221;79221;INCIDENTE;JUNDIAÍ;SP;SBJD;20/02/2020;15:30:00;0
79183;79183;INCIDENTE;-49.17083333;CURITIBA;BRASIL;SBBI;22/02/2020;NULL
79184;79184;INCIDENTE;SÃO;FÉLIX;ARAGUAIA;MT;BRASIL;NULL
79241;79241;INCIDENTE;NOVA;ANDRADINA;BRASIL;SDVK;24/02/2020;NULL
79199;79199;ACIDENTE;PARACATU;MG;****;25/02/2020;10:30:00;1
79222;79222;INCIDENTE;LONDRINA;PR;SBLO;25/02/2020;16:08:00;0
79223;79223;ACIDENTE;GUARUJÁ;SP;****;25/02/2020;13:50:00;0
79224;79224;INCIDENTE;PIRACICABA;SP;SDPW;25/02/2020;02:10:00;0
79255;79255;INCIDENTE;MACEIÓ;AL;****;26/02/2020;08:30:00;0
79291;79291;INCIDENTE;SALVADOR;BA;****;26/02/2020;22:06:00;0
79293;79293;INCIDENTE;CAMPINAS;SP;****;26/02/2020;15:50:00;0
79294;79294;INCIDENTE;FLORIANÓPOLIS;SC;SBFL;26/02/2020;21:00:00;0
79197;79197;INCIDENTE;-50.876500;VILA;MT;BRASIL;****;NÃO
79204;79204;ACIDENTE;COLNIZA;MT;*****;28/02/2020;16:00:00;0
79210;79210;ACIDENTE;IVATÉ;PR;****;28/02/2020;16:30:00;1
79218;79218;INCIDENTE;SALVADOR;BA;SBSV;29/02/2020;15:41:00;0
79207;79207;INCIDENTE;-56.1175;CUIABÁ;BRASIL;SBCY;01/03/2020;NULL
79212;79212;ACIDENTE;VIANA;ES;****;01/03/2020;15:12:00;0
79217;79217;INCIDENTE;SÃO;LUÍS;BRASIL;****;01/03/2020;NULL
79214;79214;INCIDENTE;CAMPOS;DOS;RJ;BRASIL;****;NÃO
79216;79216;INCIDENTE;BELO;HORIZONTE;BRASIL;SBBH;03/03/2020;NULL
79462;79462;INCIDENTE;RIBEIRÃO;PRETO;BRASIL;SBRP;03/03/2020;NULL
79215;79215;INCIDENTE;RIO;DE;RJ;BRASIL;****;NÃO
79225;79225;INCIDENTE;MANTENA;MG;****;04/03/2020;12:04:00;0
79292;79292;INCIDENTE;CAMPINAS;SP;****;04/03/2020;22:50:00;0
79213;79213;ACIDENTE;RIO;CLARO;BRASIL;SDRK;05/03/2020;2021-07-08
79231;79231;ACIDENTE;VILHENA;RO;SNIZ;07/03/2020;09:00:00;2
79230;79230;INCIDENTE;ARAGUAÍNA;TO;SDVO;08/03/2020;11:00:00;0
79710;79710;INCIDENTE;BELO;HORIZONTE;BRASIL;SBCF;08/03/2020;NULL
79220;79220;INCIDENTE;SÃO;PAULO;BRASIL;****;09/03/2020;NULL
79232;79232;ACIDENTE;TABOÃO;DA;SP;BRASIL;****;NÃO
79251;79251;INCIDENTE;-48.8746466;ITÁPOLIS;BRASIL;SDIO;09/03/2020;NULL
79252;79252;INCIDENTE;RIO;DE;RJ;BRASIL;****;NÃO
79253;79253;INCIDENTE;IGUARAÇU;PR;****;09/03/2020;11:51:00;0
79233;79233;ACIDENTE;BAURU;SP;****;10/03/2020;19:30:00;1
79249;79249;INCIDENTE;CAMPINAS;SP;****;10/03/2020;23:51:00;0
79250;79250;INCIDENTE;RIO;DE;RJ;BRASIL;****;NÃO
79248;79248;INCIDENTE;-46.5372727;BRAGANÇA;SP;BRASIL;SBBP;NÃO
79228;79228;ACIDENTE;QUERÊNCIA;MT;****;13/03/2020;10:00:00;1
79234;79234;ACIDENTE;TEFÉ;AM;SBTF;13/03/2020;08:30:00;0
79247;79247;INCIDENTE;SÃO;PAULO;BRASIL;****;14/03/2020;NULL
79238;79238;INCIDENTE;BELO;HORIZONTE;BRASIL;SBPR;15/03/2020;NULL
79246;79246;INCIDENTE;CAMPINAS;SP;****;15/03/2020;01:35:00;0
79237;79237;INCIDENTE;-51.099387947;MACAPÁ;BRASIL;SBMQ;16/03/2020;NULL
79243;79243;ACIDENTE;JACAREACANGA;PA;****;16/03/2020;18:19:00;0
79288;79288;INCIDENTE;GUARULHOS;SP;****;16/03/2020;14:40:00;0
79235;79235;ACIDENTE;GARUVA;SC;****;18/03/2020;14:00:00;0
79236;79236;INCIDENTE;PARÁ;DE;MG;BRASIL;SNPA;NÃO
79242;79242;INCIDENTE;-51.888611;VILA;MT;BRASIL;SNLF;NÃO
79245;79245;INCIDENTE;RECIFE;PE;****;19/03/2020;01:04:00;0
79244;79244;INCIDENTE;GUARULHOS;SP;****;20/03/2020;16:29:00;0
79265;79265;ACIDENTE;SÃO;FRANCISCO;SUL;SC;BRASIL;***
79289;79289;INCIDENTE;UBERLÂNDIA;MG;****;23/03/2020;13:00:00;0
79314;79314;INCIDENTE;CAMPINAS;SP;SBKP;23/03/2020;12:45:00;0
79256;79256;ACIDENTE;ALTO;PARNAÍBA;BRASIL;****;24/03/2020;2021-07-08
79286;79286;INCIDENTE;GUARULHOS;SP;SBGR;24/03/2020;14:25:00;0
79297;79297;INCIDENTE;SANTARÉM;PA;SWPI;25/03/2020;22:25:00;0
79284;79284;INCIDENTE;SOROCABA;SP;****;26/03/2020;09:00:00;0
79257;79257;ACIDENTE;SÃO;FÉLIX;XINGU;PA;BRASIL;A-044/CENIPA/2020
79287;79287;INCIDENTE;CUIABÁ;MT;****;31/03/2020;20:06:00;0
79259;79259;ACIDENTE;IBIRUBÁ;RS;****;01/04/2020;10:30:00;1
79275;79275;INCIDENTE;SÃO;VICENTE;BRASIL;****;01/04/2020;NULL
79276;79276;INCIDENTE;ITAÍ;SP;****;01/04/2020;20:01:00;0
79272;79272;INCIDENTE;-48.8958578587;FRUTAL;BRASIL;****;03/04/2020;NULL
79273;79273;INCIDENTE;SÃO;PAULO;BRASIL;SBMT;03/04/2020;NULL
79274;79274;INCIDENTE;IMPERATRIZ;MA;SBIZ;03/04/2020;15:30:00;0
79279;79279;INCIDENTE;CURITIBA;PR;SBBI;03/04/2020;12:28:00;0
79263;79263;ACIDENTE;NOVA;MUTUM;BRASIL;****;06/04/2020;NULL
79278;79278;INCIDENTE;LONDRINA;PR;****;06/04/2020;16:53:00;0
79277;79277;INCIDENTE;GOIANÉSIA;DO;PA;BRASIL;****;NÃO
79283;79283;INCIDENTE;SÃO;PAULO;BRASIL;SBMT;09/04/2020;NULL
79303;79303;INCIDENTE;TAMBAÚ;SP;****;09/04/2020;13:00:00;0
79281;79281;ACIDENTE;IBITINGA;SP;****;11/04/2020;07:10:00;0
79282;79282;ACIDENTE;ITURAMA;MG;****;11/04/2020;12:20:00;0
79285;79285;ACIDENTE;CAMPO;VERDE;BRASIL;****;13/04/2020;NULL
79305;79305;INCIDENTE;-60.68993883;BOA;RR;BRASIL;SBBV;NÃO
79304;79304;INCIDENTE;JUNDIAÍ;SP;SBJD;14/04/2020;20:25:00;0
79296;79296;INCIDENTE;CAMPO;GRANDE;BRASIL;SSIE;15/04/2020;NULL
79298;79298;INCIDENTE;QUIRINÓPOLIS;GO;****;15/04/2020;18:35:00;0
79309;79309;ACIDENTE;RIO;DE;RJ;BRASIL;****;NÃO
79319;79319;INCIDENTE;LONDRINA;PR;****;17/04/2020;20:50:00;0
79299;79299;INCIDENTE;-54.885556;GUARANTÃ;NORTE;MT;BRASIL;***
79301;79301;ACIDENTE;BREJINHO;DE;TO;BRASIL;****;SIM
79307;79307;INCIDENTE;-46.8967858587;BURITIS;BRASIL;****;18/04/2020;NULL
79308;79308;ACIDENTE;SÃO;MATEUS;MARANHÃO;MA;BRASIL;A-052/CENIPA
79327;79327;ACIDENTE;BIRIGUI;SP;****;18/04/2020;20:00:00;0
79300;79300;INCIDENTE;SANTA;RITA;TRIVELATO;MT;BRASIL;***
79302;79302;ACIDENTE;TOLEDO;PR;****;21/04/2020;20:21:00;0
79315;79315;ACIDENTE;COLÍDER;MT;****;21/04/2020;15:00:00;0
79326;79326;ACIDENTE;JAGUARÉ;ES;****;21/04/2020;18:00:00;0
79313;79313;INCIDENTE;SÃO;PAULO;BRASIL;SBMT;22/04/2020;NULL
79318;79318;INCIDENTE;RIBEIRÃO;PRETO;BRASIL;SBRP;24/04/2020;NULL
79349;79349;INCIDENTE;CURITIBA;PR;SBBI;26/04/2020;13:00:00;0
79657;79657;INCIDENTE;UBERLÂNDIA;MG;****;26/04/2020;13:30:00;0
79317;79317;ACIDENTE;MANAUS;AM;SWFN;27/04/2020;12:30:00;4
79316;79316;INCIDENTE;ITAPERUNA;RJ;****;29/04/2020;07:30:00;0
79321;79321;INCIDENTE;GUARULHOS;SP;SBGR;29/04/2020;14:45:00;0
79324;79324;INCIDENTE;BAURU;SP;SBBU;30/04/2020;22:51:00;0
79330;79330;INCIDENTE;-47.84222222222;SÃO;DA;BARRA;SP;FINALIZADA
79323;79323;ACIDENTE;BLUMENAU;SC;SSBL;01/05/2020;14:40:00;2
79325;79325;ACIDENTE;GOIÂNIA;GO;****;02/05/2020;20:30:00;0
79328;79328;INCIDENTE;LONDRINA;PR;SBLO;05/05/2020;19:55:00;0
79329;79329;INCIDENTE;-38.53222222222;FORTALEZA;BRASIL;SBFZ;05/05/2020;2021-07-08
79355;79355;INCIDENTE;LONDRINA;PR;SBLO;10/05/2020;13:52:00;0
79332;79332;INCIDENTE;-49.348814;GOIÂNIA;BRASIL;*****;11/05/2020;NULL
79339;79339;INCIDENTE;-49.793284747;BREVES;BRASIL;****;11/05/2020;NULL
79333;79333;INCIDENTE;-50.685000;CAÇU;BRASIL;****;13/05/2020;NULL
79345;79345;ACIDENTE;VOTUPORANGA;SP;SBSR;14/05/2020;21:40:00;0
79338;79338;INCIDENTE;IVINHEMA;MS;*****;15/05/2020;09:40:00;0
79346;79346;ACIDENTE;ILHOTA;SC;****;15/05/2020;11:40:00;0
79347;79347;ACIDENTE;SÃO;BENEDITO;BRASIL;****;15/05/2020;NULL
79357;79357;INCIDENTE;SÃO;PAULO;BRASIL;SBGR;15/05/2020;NULL
79360;79360;INCIDENTE;CURITIBA;PR;SBBI;15/05/2020;11:48:00;0
79340;79340;ACIDENTE;LÁBREA;AM;SWLB;16/05/2020;21:50:00;0
79350;79350;INCIDENTE;RECIFE;PE;SBRF;16/05/2020;17:20:00;0
79359;79359;ACIDENTE;MACATUBA;SP;****;17/05/2020;18:30:00;1
79341;79341;INCIDENTE;-45.49305555555;VARGINHA;BRASIL;****;18/05/2020;NULL
79342;79342;INCIDENTE;RECIFE;PE;SBRF;18/05/2020;19:00:00;0
79344;79344;INCIDENTE;COARI;AM;SBUY;18/05/2020;19:20:00;0
79361;79361;INCIDENTE;-50.80861111111;PACAJÁ;BRASIL;****;19/05/2020;NULL
79365;79365;ACIDENTE;TIETÊ;SP;SDET;19/05/2020;10:40:00;2
79356;79356;INCIDENTE;-39.80192282;IRAUÇUBA;BRASIL;****;22/05/2020;NULL
79358;79358;ACIDENTE;BELO;HORIZONTE;BRASIL;SBPR;23/05/2020;NULL
79366;79366;INCIDENTE;MATÃO;SP;SDLY;25/05/2020;14:15:00;0
79367;79367;INCIDENTE;FLORIANÓPOLIS;SC;SBFL;25/05/2020;19:45:00;0
79454;79454;INCIDENTE;\t-48.87638889\t;GUARAMIRIM;BRASIL;SJVL;25/05/2020;NULL
79351;79351;INCIDENTE;-49.214167;ITUMBIARA;BRASIL;SBIT;26/05/2020;NULL
79363;79363;INCIDENTE;-43.37055555555;RIO;JANEIRO;RJ;BRASIL;IG-071/CENIPA/2020
79378;79378;INCIDENTE;PARÁ;DE;MG;BRASIL;SNPA;NÃO
79368;79368;INCIDENTE;BRASÍLIA;DF;SIQE;30/05/2020;20:26:00;0
79362;79362;ACIDENTE;TIJUCAS;SC;*****;31/05/2020;13:54:00;0
79371;79371;INCIDENTE;CAMPINAS;SP;SBKP;01/06/2020;12:50:00;0
79372;79372;INCIDENTE;RIO;DE;RJ;BRASIL;SBRJ;NÃO
79381;79381;INCIDENTE;ARAÇATUBA;SP;SBAU;04/06/2020;15:00:00;0
79392;79392;INCIDENTE;GUARULHOS;SP;SBGR;05/06/2020;12:30:00;0
79503;79503;INCIDENTE;FORTALEZA;CE;SBFZ;05/06/2020;14:20:00;0
79383;79383;INCIDENTE;BELÉM;PA;SBBE;08/06/2020;19:03:00;0
79396;79396;INCIDENTE;LONDRINA;PR;SBLO;08/06/2020;16:47:00;0
79380;79380;INCIDENTE;RIO;DE;RJ;BRASIL;9PAA;NÃO
79384;79384;INCIDENTE;PORTO;VELHO;BRASIL;SBPV;09/06/2020;NULL
79385;79385;INCIDENTE;1311;-51;OURILÂNDIA;DO;NORTE;SIM
79395;79395;INCIDENTE;GUARULHOS;SP;SBGR;09/06/2020;12:05:00;0
79400;79400;INCIDENTE;IBIRAMA;SC;****;09/06/2020;14:00:00;0
79386;79386;INCIDENTE;BRAGANÇA;PAULISTA;BRASIL;SBBP;10/06/2020;NULL
79405;79405;ACIDENTE;DOURADOS;MS;****;10/06/2020;15:00:00;0
79388;79388;INCIDENTE;SÃO;PAULO;BRASIL;SBMT;12/06/2020;NULL
79391;79391;INCIDENTE;SANTOS;SP;SBST;12/06/2020;19:30:00;0
79397;79397;ACIDENTE;CORRENTINA;BA;****;12/06/2020;09:10:00;3
79399;79399;INCIDENTE;BAURU;SP;SBBU;12/06/2020;17:35:00;0
79393;79393;INCIDENTE;LÁBREA;AM;SWLB;14/06/2020;16:00:00;0
79404;79404;ACIDENTE;TANGARÁ;DA;MT;BRASIL;****;NÃO
79398;79398;INCIDENTE;BAURU;SP;SBBU;15/06/2020;18:20:00;0
79402;79402;INCIDENTE;\t-49.39\t;CAMPO;PR;BRASIL;****;NÃO
79472;79472;INCIDENTE;ALTO;ALEGRE;BRASIL;SJYG;17/06/2020;NULL
79403;79403;INCIDENTE;-47.082500;PAULÍNIA;BRASIL;****;18/06/2020;NULL
79407;79407;ACIDENTE;SÃO;DESIDÉRIO;BRASIL;****;20/06/2020;NULL
79412;79412;INCIDENTE;-48.824197;QUADRA;BRASIL;SIVQ;20/06/2020;NULL
79406;79406;INCIDENTE;SOROCABA;SP;SDCO;21/06/2020;14:15:00;0
79420;79420;INCIDENTE;LONDRINA;PR;SBLO;21/06/2020;22:07:00;0
79415;79415;INCIDENTE;CAMARAGIBE;PE;****;23/06/2020;16:00:00;0
79434;79434;INCIDENTE;VITÓRIA;ES;****;23/06/2020;02:00:00;0
79414;79414;ACIDENTE;BIRITIBA-MIRIM;SP;SDIH;24/06/2020;13:50:00;0
79419;79419;INCIDENTE;GUARAPUAVA;PR;SSGG;24/06/2020;17:25:00;0
79429;79429;ACIDENTE;ARAPONGAS;PR;SSOG;26/06/2020;19:30:00;0
79425;79425;INCIDENTE;RIO;DE;RJ;BRASIL;SBJR;NÃO
79427;79427;INCIDENTE;VITÓRIA;ES;SBVT;30/06/2020;15:30:00;0
79422;79422;INCIDENTE;NATAL;RN;SBSG;01/07/2020;13:40:00;0
79432;79432;ACIDENTE;RESERVA;PR;****;02/07/2020;18:30:00;0
79423;79423;ACIDENTE;CAJATI;SP;****;04/07/2020;12:05:00;2
79444;79444;INCIDENTE;NAVEGANTES;SC;SBNF;04/07/2020;11:29:00;0
79424;79424;INCIDENTE;RIBEIRÃO;PRETO;BRASIL;SBRP;05/07/2020;NULL
79430;79430;ACIDENTE;RIO;DE;RJ;BRASIL;****;NÃO
79428;79428;INCIDENTE;CAMPINAS;SP;SBKP;07/07/2020;10:06:00;0
79431;79431;INCIDENTE;GUARULHOS;SP;SBGR;07/07/2020;13:40:00;0
79437;79437;ACIDENTE;SÃO;PAULO;BRASIL;****;08/07/2020;NULL
79436;79436;ACIDENTE;GUARULHOS;SP;****;09/07/2020;20:30:00;0
79490;79490;ACIDENTE;SÃO;JOÃO;CAIUÁ;PR;BRASIL;A-083/CENIPA/2020
79438;79438;INCIDENTE;-49.80277777777;CURRALINHO;BRASIL;###!;10/07/2020;NULL
79440;79440;INCIDENTE;SAPEZAL;MT;SJIF;10/07/2020;21:15:00;0
79439;79439;INCIDENTE;-47.616192°;PIRACICABA;BRASIL;SDPW;11/07/2020;NULL
79441;79441;INCIDENTE;CURITIBA;PR;SBBI;12/07/2020;16:14:00;0
79445;79445;ACIDENTE;-62;1408920;FLORESTA;D'OESTE;RO;FINALIZADA
79446;79446;ACIDENTE;ÁLVARES;MACHADO;BRASIL;SDEM;16/07/2020;NULL
79447;79447;ACIDENTE;NÃO;IDENTIFICADA;BRASIL;****;19/07/2020;2021-07-21
79448;79448;INCIDENTE;CHAPADÃO;DO;MS;BRASIL;SDRV;NÃO
79451;79451;ACIDENTE;IBIÚNA;SP;****;20/07/2020;18:00:00;0
79449;79449;ACIDENTE;PATROCÍNIO;MG;****;21/07/2020;00:00:00;0
79450;79450;INCIDENTE;MANAUS;AM;SWFN;21/07/2020;20:00:00;0
79453;79453;INCIDENTE;VITÓRIA;ES;SBVT;21/07/2020;19:50:00;0
79727;79727;INCIDENTE;CAMPINAS;SP;SDAM;21/07/2020;19:00:00;0
79458;79458;ACIDENTE;SÃO;JOÃO;REI;MG;BRASIL;A-090/CENIPA/2020
79455;79455;ACIDENTE;ITAMARATI;AM;****;23/07/2020;17:30:00;0
79457;79457;ACIDENTE;GUABIRUBA;SC;****;25/07/2020;13:30:00;0
79498;79498;INCIDENTE;-41.51944;PICOS;BRASIL;SNPC;25/07/2020;NULL
79471;79471;INCIDENTE;GUARULHOS;SP;SBGR;26/07/2020;13:00:00;0
79460;79460;ACIDENTE;BRASÍLIA;DF;****;30/07/2020;13:35:00;0
79470;79470;INCIDENTE;SANTARÉM;PA;SBSN;30/07/2020;17:13:00;0
79461;79461;INCIDENTE;RIO;DE;RJ;BRASIL;****;NÃO
79468;79468;INCIDENTE;BELÉM;PA;****;31/07/2020;12:20:00;0
79465;79465;INCIDENTE;\t-49.233611\t;CURITIBA;BRASIL;SBBI;02/08/2020;NULL
79466;79466;INCIDENTE;-49.056261;BAURU;BRASIL;SBBU;03/08/2020;NULL
79467;79467;INCIDENTE;-38.32250;SALVADOR;BRASIL;SBSV;03/08/2020;NULL
79477;79477;INCIDENTE;CONFINS;MG;SBCF;03/08/2020;02:13:00;0
79469;79469;INCIDENTE;PORTO;VELHO;BRASIL;SBPV;04/08/2020;NULL
79474;79474;INCIDENTE;-49.404722;SÃO;DO;RIO;PRETO;SIM
79478;79478;INCIDENTE;RIO;DE;RJ;BRASIL;SBGL;NÃO
79484;79484;ACIDENTE;GURUPI;TO;SWGI;08/08/2020;13:20:00;0
79475;79475;INCIDENTE;RIO;DE;RJ;BRASIL;****;NÃO
79486;79486;ACIDENTE;SINOP;MT;*****;09/08/2020;12:00:00;0
79479;79479;INCIDENTE;JUNDIAÍ;SP;SBJD;10/08/2020;21:00:00;0
79487;79487;INCIDENTE;BELO;HORIZONTE;BRASIL;SBPR;11/08/2020;NULL
79481;79481;INCIDENTE;-48;4780;PA;BRASIL;SBBE;NÃO
79482;79482;INCIDENTE;SÃO;PAULO;BRASIL;SBGR;12/08/2020;NULL
79485;79485;INCIDENTE;MACAPÁ;AP;SBMQ;12/08/2020;16:33:00;0
79483;79483;INCIDENTE;-46.943611;JUNDIAÍ;BRASIL;SBJD;13/08/2020;NULL
79491;79491;INCIDENTE;-48.928321;ANÁPOLIS;BRASIL;SWNS;13/08/2020;NULL
79488;79488;INCIDENTE;-47.86;ITIRAPINA;BRASIL;SDJA;15/08/2020;NULL
79489;79489;INCIDENTE;\t-52.358611\t;SANTA;DO;SUL;RS;FINALIZADA
79492;79492;INCIDENTE;PRIMAVERA;DO;MT;BRASIL;SWPY;NÃO
79496;79496;INCIDENTE;BELO;HORIZONTE;BRASIL;SBBH;15/08/2020;NULL
79522;79522;INCIDENTE;FLORIANÓPOLIS;SC;SBFL;17/08/2020;16:25:00;0
79493;79493;ACIDENTE;UNAÍ;MG;****;18/08/2020;20:20:00;0
79497;79497;ACIDENTE;SÃO;DESIDÉRIO;BRASIL;****;20/08/2020;2021-07-08
79499;79499;INCIDENTE;RECIFE;PE;SBRF;20/08/2020;04:10:00;0
79495;79495;ACIDENTE;MACAPÁ;AP;****;21/08/2020;20:15:00;0
79500;79500;INCIDENTE;CURITIBA;PR;SBBI;22/08/2020;17:15:00;0
79514;79514;INCIDENTE;SÃO;PAULO;BRASIL;SBGR;23/08/2020;NULL
79502;79502;ACIDENTE;NOBRES;MT;****;24/08/2020;15:30:00;0
79507;79507;INCIDENTE;CAMPINAS;SP;SBKP;24/08/2020;13:15:00;0
79501;79501;INCIDENTE;CURITIBA;PR;SBBI;25/08/2020;18:52:00;0
79508;79508;INCIDENTE;BOA;VISTA;BRASIL;SBBV;25/08/2020;NULL
79504;79504;ACIDENTE;SÃO;PAULO;BRASIL;SBMT;26/08/2020;NULL
79505;79505;ACIDENTE;GUARATINGUETÁ;SP;SBGW;26/08/2020;17:10:00;0
79521;79521;INCIDENTE;SÃO;PAULO;BRASIL;SBSP;26/08/2020;NULL
79512;79512;INCIDENTE;\t-48.696111\t;ARAQUARI;BRASIL;SWON;27/08/2020;NULL
79509;79509;INCIDENTE;AMERICANA;SP;SDAI;28/08/2020;11:10:00;0
79510;79510;ACIDENTE;TERESINA;PI;****;28/08/2020;16:15:00;0
79511;79511;INCIDENTE;DIAMANTINA;MG;SNDT;29/08/2020;20:39:00;0
79516;79516;INCIDENTE;CURITIBA;PR;SBBI;30/08/2020;16:42:00;0
79515;79515;INCIDENTE;ARIPUANÃ;MT;*****;31/08/2020;15:30:00;0
79529;79529;INCIDENTE;PARÁ;DE;MG;BRASIL;SNPA;NÃO
79517;79517;INCIDENTE;PARÁ;DE;MG;BRASIL;SNPA;NÃO
79518;79518;ACIDENTE;CACOAL;RO;****;01/09/2020;15:00:00;0
79519;79519;INCIDENTE;-53.433056;RIBAS;RIO;PARDO;MS;FINALIZADA
79527;79527;INCIDENTE;MACEIÓ;AL;SBMO;02/09/2020;19:30:00;0
79520;79520;ACIDENTE;CAMPO;GRANDE;BRASIL;SSKG;03/09/2020;NULL
79528;79528;INCIDENTE;MANAUS;AM;SBEG;03/09/2020;11:29:00;0
79525;79525;INCIDENTE;VÁRZEA;GRANDE;BRASIL;SBCY;04/09/2020;NULL
79531;79531;INCIDENTE;BOITUVA;SP;SDOI;06/09/2020;18:00:00;0
79524;79524;ACIDENTE;BELO;HORIZONTE;BRASIL;SBBH;07/09/2020;NULL
79534;79534;INCIDENTE;RECIFE;PE;SBRF;08/09/2020;23:12:00;0
79536;79536;ACIDENTE;SANTA;ROSA;BRASIL;SSZR;08/09/2020;2021-03-29
79546;79546;INCIDENTE;CURITIBA;PR;SBBI;09/09/2020;16:20:00;0
79532;79532;INCIDENTE;00”S;056°;03”;W;CUIABÁ;SIM
79539;79539;INCIDENTE;CAMPINAS;SP;SBKP;10/09/2020;23:40:00;0
79541;79541;ACIDENTE;BAURU;SP;****;11/09/2020;13:30:00;0
79544;79544;ACIDENTE;JUTI;MS;****;11/09/2020;00:00:00;0
79545;79545;INCIDENTE;BALNEÁRIO;CAMBORIÚ;BRASIL;****;11/09/2020;NULL
79540;79540;INCIDENTE;-47.27;SÃO;SP;BRASIL;****;NÃO
79542;79542;ACIDENTE;TAPIRATIBA;SP;*****;12/09/2020;23:00:00;0
79550;79550;INCIDENTE;\t-52.012222\t;MARINGÁ;BRASIL;SBMG;12/09/2020;NULL
79537;79537;INCIDENTE;-44.3072;ANGRA;REIS;RJ;BRASIL;***
79538;79538;INCIDENTE;MACAÉ;RJ;9PSD;13/09/2020;14:40:00;0
79556;79556;INCIDENTE;RIO;DE;RJ;BRASIL;SBRJ;NÃO
79564;79564;INCIDENTE;-36.63055556;ARAPIRACA;BRASIL;SNAL;13/09/2020;NULL
79543;79543;ACIDENTE;ANAPU;PA;###!;14/09/2020;20:00:00;0
79547;79547;ACIDENTE;CRIXÁS;GO;****;16/09/2020;14:40:00;0
79548;79548;INCIDENTE;RIO;DE;RJ;BRASIL;SBJR;NÃO
79563;79563;ACIDENTE;COLOMBO;PR;****;18/09/2020;21:39:00;0
79552;79552;INCIDENTE;TERESÓPOLIS;RJ;****;19/09/2020;15:05:00;0
79554;79554;INCIDENTE;SOROCABA;SP;SDCO;19/09/2020;14:20:00;0
79559;79559;ACIDENTE;BRUSQUE;SC;*****;19/09/2020;19:56:00;0
79555;79555;ACIDENTE;FORMOSA;GO;SWFR;20/09/2020;18:44:00;0
79591;79591;INCIDENTE;MANAUS;AM;SBEG;20/09/2020;18:50:00;0
79565;79565;ACIDENTE;NOVO;PROGRESSO;BRASIL;****;23/09/2020;2021-07-08
79587;79587;INCIDENTE;CONFINS;MG;SBCF;25/09/2020;11:00:00;0
79586;79586;INCIDENTE;TEFÉ;AM;SBTF;26/09/2020;15:56:00;0
